rank	word	english
1127	forbandede	to curse
1128	derfra	from there, thence
1129	bringe	chest
1130	fungerer	to function
1131	medicin	medicine
1132	lækker	delicious
1133	stakkels	poor, pitiful
1134	hjerne	brain
1135	drømme	dream
1136	onde	evil
1137	dårlige	bad, unwell, poor
1138	dybt	deeply, deep, extremely
1139	mødtes	to meet, encounter
1140	undgå	to avoid, evade, escape
1141	dejlig	delightful
1142	vågn	to awake, to wake
1143	kæmper	giant
1144	parat	ready, at hand
1145	håb	to hope
1146	dernede	down there, down in that location
1147	chancen	chance
1148	betalt	to pay
1149	fremtid	future
1150	højere	high
1151	gratis	gratis, free
1152	beslutning	decision
1153	dygtig	skilled
1154	frygt	fear, fright
1155	venligst	please, kindly
1156	selvmord	suicide
1157	skud	shot
1158	kys	to kiss
1159	stjæle	to steal
1160	ofte	often, frequently
1161	gulvet	floor
1162	plejer	a caregiver, carer
1163	anholdt	arrest
1164	skib	ship, boat, vessel
1165	overleve	to survive
1166	glæde	joy
1167	stak	stack
1168	smart	well thought-out, neat
1169	sengen	bed
1170	forskel	difference
1171	ventede	wait
1172	fornøjelse	something pleasurable
1173	lægen	doctor
1174	tjekke	Czech or of Czech descent
1175	partner	partner
1176	hvid	white
1177	vagt	guard, watch
1178	føre	state of the roads
1179	skoven	forest
1180	tanker	thought
1181	ansvar	responsibility
1182	km	abbreviation of kædemaske
1183	fyldt	to fill
1184	vælger	to choose
1185	smerte	pain
1186	satans	Used to express anger, irritation, disappointment,…
1187	røg	to smoke
1188	dræb	to kill
1189	giftes	poison
1190	støtte	support
1191	meningen	an opinion
1192	sten	stone
1193	hyggeligt	nice, friendly
1194	savnet	to miss
1195	derefter	after that, thereafter, afterwards
1196	vigtig	important
1197	forsvinder	to vanish, to disappear
1198	gælder	to hold good, be valid
1199	styre	government, regime
1200	låne	borrow
1201	deroppe	up there, up in that location
1202	fyret	guy
1203	skibet	ship, boat, vessel
1204	mærkeligt	weird, strange, odd
1205	fisk	fish
1206	område	area, region, territory
1207	kald	to call, to refer to
1208	ældre	old
1209	overraskelse	surprise
1210	ramte	to affect
1211	lytte	to listen
1212	flyver	to fly
1213	fjerne	distant
1214	fødselsdag	birthday
1215	solen	sun
1216	love	law
1217	kongen	king
1218	hemmelighed	secret
1219	spændende	exciting, thrilling
1220	hest	horse
1221	stjålet	to steal
1222	styrke	strength
1223	fængslet	prison
1224	hænger	to hang
1225	forestille	to depict, represent
