rank	word	english	ipa
402	diriku	myself	/diˈriku/
403	rencana	plan	/rənˈt͡ʃana/
404	telepon	telephone	/teˈlepɔn/
405	kasus	case	/ˈkasus/
406	perang	war	/pəˈraŋ/
407	pertanyaan	question	/pərtaˈɲaan/
408	kapal	a water-borne vessel generally larger than a boat	/ˈkapal/
409	belajar	to study; to learn	/bəˈlad͡ʒar/
410	suara	voice, utterance	/suˈara/
411	lupa	to forget	/ˈlupa/
412	muda	young	/ˈmuda/
413	pikirkan	to think about, consider carefully	/piˈkirkan/
414	perjalanan	trip	/pərd͡ʒaˈlanan/
415	menuju	active of tuju	/məˈnud͡ʒu/
416	cerita	story	/t͡ʃəˈrita/
417	permisi	permission, authorisation; consent	/pərˈmisi/
418	naik	to climb, to ascend, to rise	/ˈnaik/
419	langsung	directly	/ˈlaŋsuŋ/
420	paham	the act of understanding or comprehension	/ˈpaham/
421	antara	interim	/anˈtara/
422	tinggi	high, tall	/ˈtiŋɡi/
423	turun	to go down; to alight; to descend	/ˈturun/
424	ide	idea	/ˈide/
425	kaki	foot	/ˈkaki/
426	penuh	containing the maximum possible amount that can fit in the…	/pəˈnuh/
427	sendirian	alone	/səndiˈrian/
428	negara	country, state, nation, polity	/nəˈɡara/
429	lima	five	/ˈlima/
430	kematian	the cessation of life and all associated processes; the end…	/kə.maˈti.an/
431	anjing	dog, Canis familiaris	/ˈand͡ʒiŋ/
432	berdiri	to support oneself on the feet in an erect position	/bərˈdi.ri/
433	to	initialism of target operasi	/ˈte.o/
434	kecuali	except	[kət͡ʃuˈali]
435	kira	to assume, think that, suspect, guess, imagine	/ˈkira/
436	kapten	an army or air force officer whose rank is higher than that…	/ˈkaptɛn/
437	rahasia	secret, confidential	/rahaˈsia/
438	menang	to win, triumph, prevail	/məˈnaŋ/
439	menerima	active of terima	/mənəˈrima/
440	silakan	Modifies a verb to ask if the listener can please do the…	/siˈlakan/
441	tanah	earth, soil, dirt	/ˈtanah/
442	bicarakan	to talk about, to discuss	/ˌbitʃaˈrakan/
443	lucu	funny	/lu.t͡ʃu/
444	buka	open	/ˈbuka/
445	melawan	to oppose	/məˈlawan/
446	menunjukkan	to show	/mənunˈd͡ʒukan/
447	um	initialism of Englishunaccompanied minor	/ˈu.ɛm/
448	agen	one who acts for, or in the place of, another, by authority…	/ˈaɡɛn/
449	melalui	entering, then later leaving	/mə.laˈlu.i/
450	sepanjang	all along	/səˈpand͡ʒaŋ/
451	akhir	end	/ˈakhir/
452	bu	mam	/ˈbe.u/
453	pilihan	an option; a decision; an opportunity to choose or select…	/piˈlihan/
454	nona	miss	/ˈnona/
455	terlambat	slow	/tərˈlambat/
456	pesta	party, a social gathering, a gathering of usually invited…	/ˈpɛsta/
457	mulia	noble; honorable	/muˈlia/
458	semakin	increasingly; more and more; getting; becoming	/səˈmakin/
459	bung	a father figure, figurative father	/buŋ/
460	kesalahan	error	/kəsaˈlahan/
461	silahkan	nonstandard form of silakan	/siˈlahkan/
462	lewat	through	/ˈlewat/
463	sementara	while	/səmənˈtara/
464	nomor	an abstract entity used to describe quantity	/ˈnomɔr/
465	api	fire	/ˈapi/
466	memilih	to choose	/mə.mi.lih/
467	pesawat	machine	/pəˈsawat/
468	guru	teacher: a person who teaches, especially one employed in a…	/ˈɡuru/
469	bahagia	happy; glad	/bahaˈɡia/
470	film	film	/ˈfiləm/
471	tiba	synonym of datang	/ˈtiba/
472	bantu	to help; to aid; to assist	/ˈbantu/
473	panas	hot	/ˈpanas/
474	bumi	earth, soil	/ˈbumi/
475	memakai	to wear; to put on	/məˈmakai̯/
476	setidaknya	at least	/sətiˈdakɲa/
477	keren	cool	/kəˈrɛn/
478	no	initialism of niet ontvankelijk verklaard	/ˈɛn.o/
479	jawab	to answer	/ˈd͡ʒawab/
480	pesan	a communication, or what is communicated; any concept or…	/pəˈsan/
481	bayi	baby	/ˈbaji/
482	bahasa	language	/baˈhasa/
483	kantor	a room, set of rooms, or building used for non-manual work	[ˈkantɔr]
484	putri	princess	/ˈputri/
485	empat	four	/əmˈpat/
486	tinggalkan	to abandon, to forsake	/tiŋˈɡalkan/
487	muncul	to emerge	/ˈmuntʃul/
488	omong	speech	/ˈomoŋ/
489	kenal	to recognize, to know, to be acquainted with	/kəˈnal/
490	perusahaan	corporation: an entity having legal personality, and thus…	/pərusaˈhaan/
491	awal	beginning, start	/ˈawal/
492	penjara	prison, jail	/pənˈd͡ʒara/
493	setuju	to agree	/səˈtud͡ʒu/
494	nyata	clear; obvious; evident	/ˈɲata/
495	sempurna	perfect; flawless	/səmˈpurna/
496	semoga	hopefully	/səˈmoɡa/
497	janji	promise	/ˈd͡ʒand͡ʒi/
498	bercanda	to joke, to tell a joke, to make a joke	[bərˈt͡ʃanda]
499	tampak	to look	/ˈtampaʔ/
500	pembunuh	killer	/pəmˈbunuh/
501	menghancurkan	to destroy	/məŋhantˈʃurkan/
502	membayar	to give money or other compensation to in exchange for…	/məmˈbajar/
503	surat	document	/ˈsurat/
504	kelas	a group, collection, category or set sharing…	/kəˈlas/
505	beruntung	having profit; profited	/bərˈuntuŋ/
506	laki-laki	human male	/ˌlaki ˈlaki/
507	tampaknya	there seems	/tamˈpaʔɲa/
508	ulang	to repeat	/ˈulaŋ/
509	jumpa	to meet; to encounter	/ˈd͡ʒumpa/
510	sebaiknya	preferably, better, one's best	/səˈbai̯k.ɲa/
511	menembak	to shoot; to fire	/mənəmˈbak/
512	namun	however	/ˈnamun/
513	brengsek	useless	/ˈbrəŋsək/
514	permainan	game	/pərmaˈinan/
515	bila	when	/ˈbila/
516	menjaga	transitive active of jaga	/mənˈd͡ʒaɡa/
517	tahan	to endure, tolerate	/ˈtahan/
518	sering	often	/səˈrɪŋ/
519	tutup	to close	/ˈtutup/
520	pembunuhan	the act of killing	/pəmbuˈnuhan/
521	perintah	command, instruction, direction, order	/pəˈrɪntah/
522	semacam	Such as, like; typical of	/səˈma.t͡ʃam/
523	jahat	bad; evil	/ˈd͡ʒahat/
524	hubungan	relation, relationship, connection, link	[huˈbʊŋan]
525	terbang	to fly	/tərˈbaŋ/
526	dingin	having a low temperature	/ˈdiŋin/
527	mengetahui	active of ketahui	/məŋəˈtahui̯/
528	pasukan	troop	[paˈsʊk̚an]
529	hati-hati	liver	/ˈhatiˈhati/
530	laut	sea	/ˈlaut/
531	meskipun	although	/məsˈkipun/
532	sehingga	that result; which result	/səˈhiŋ.ɡa/
533	perempuan	female	/pərəmˈpuan/
534	segala	everything	/səˈɡala/
535	menangkap	to capture or snare	/məˈnaŋkap̚/
536	kurang	minus	/ˈkuraŋ/
537	tanda	sign, mark	/ˈtanda/
538	membeli	to buy, to obtain in exchange for money or goods	/məmbəˈli/
539	mundur	to retreat, to retire, to withdraw, to recede, to back up,…	/ˈmundur/
