rank	word	english
1066	vroč	hot
1067	medved	bear
1068	ocean	ocean
1069	top	blunt
1070	umetnik	artist
1071	olje	oil
1072	počitek	rest
1073	časti	honour
1074	pisatelj	writer, author
1075	bolnišnica	hospital
1076	letel	to fly
1077	hočeva	to want
1078	čevelj	shoe
1079	katastrofa	catastrophe
1080	padli	masculine plural l-participle
1081	podgana	rat
1082	ugrabitev	abduction
1083	cesar	emperor
1084	svež	fresh
1085	last	property
1086	seksu	sex
1087	natakar	waiter
1088	ribo	fish
1089	jetra	liver
1090	dvanajst	twelve
1091	učinek	effect
1092	obrok	instalment
1093	kanal	canal
1094	skupnost	community
1095	les	wood
1096	kača	snake
1097	jedo	to eat
1098	admiral	Admiral, a naval officer of the highest rank, above vice…
1099	gora	mountain
1100	žoga	ball
1101	narava	nature
1102	devica	virgin
1103	jug	south
1104	krava	cow
1105	želodec	stomach
1106	odru	dative/locative singular of ọ́dər
1107	boja	buoy
1108	poročnica	second lieutenant
1109	čigav	whose
1110	ločiti	to separate
1111	osebnost	personality
1112	koder	curl
1113	grd	ugly
1114	križ	cross
1115	sredo	Wednesday
1116	zapornik	prisoner
1117	vzhod	rise
1118	sodi	barrel
1119	strast	passion
1120	postelja	bed
1121	najhujši	superlative degree of hȗd
1122	pesek	sand
1123	energija	energy
1124	luno	accusative/instrumental singular of lúna
1125	umazan	dirty
1126	vrst	obsolete form of vŕsta
1127	kuhar	cook
1128	sladkor	sugar
1129	braniti	to defend
1130	debel	thick
1131	krompir	potato
1132	grof	count
1133	plavati	to swim
1134	kaditi	to smoke
1135	škatla	box
1136	sovraštvo	hatred
1137	nečak	nephew
1138	blago	goods
1139	sol	salt
1140	hladilnik	refrigerator
1141	razgovor	conversation, talk
1142	študent	student
1143	ščit	shield
1144	ptica	bird
1145	bel	white
1146	kradel	masculine singular l-participle of krásti
1147	reka	river
1148	gibanje	movement
1149	kip	statue
1150	srečati	to encounter, meet
1151	urnik	schedule
1152	francoski	French
1153	prisotnost	Presence
1154	zamuditi	to miss
1155	rep	tail
1156	restavracija	restaurant
1157	poklic	profession
1158	imele	feminine plural l-participle of imẹ́ti
1159	mest	place, location
1160	padec	fall
1161	letalom	airplane
1162	slaven	famous
1163	policistka	policewoman
1164	muzej	museum
1165	smola	resin
1166	ulic	street
1167	seznama	list
1168	baza	base, foundation
1169	fotografija	photograph
1170	temperatura	temperature
1171	kitajski	Chinese
1172	zlati	gold, golden
1173	jemati	to take
1174	belega	masculine/neuter genitive singular of bẹ́ł
1175	dvigniti	to lift, to raise
1176	poznati	to know, to be familiar with
1177	oblika	shape
1178	zmaj	dragon
1179	robot	robot
1180	petnajst	fifteen
