rank	word	english
2393	tonge	tongue
2394	handlangers	assistant, helper
2395	reukwater	perfume, especially for women
2396	aalmoes	alms, charity
2397	holte	A foothold
2398	sonop	dawn
2399	buk	to crouch, to duck
2400	moer	nut: female screw, which fits on a bolt
2401	karkasse	a carcass
2402	stroop	syrup, especially a viscous type of syrup
2403	leefstyl	lifestyle
2404	liefdesbriewe	love letter
2405	oopkry	to get open; to open something up
2406	slange	snake; serpent
2407	karkas	a carcass
2408	manuskripte	manuscript
2409	gaas	gauze
2410	verbintenisse	union, partnership
2411	rokkies	plural of rokkie
2412	grasieus	elegant, graceful
2413	kroatiese	Croatian
2414	ogies	plural of ogie
2415	wildekalkoen	southern bald ibis
2416	monarge	monarch
2417	kraai	crow
2418	monarg	monarch
2419	rif	reef
2420	magie	stomach
2421	niere	kidney
2422	skinder	gossip
2423	brilletjie	A pair of glasses
2424	fouteer	to err, to make a mistake
2425	dwergie	dwarf
2426	stok	stick, whether natural or artificial
2427	boswerker	lumberjack, woodcutter
2428	verhoognaam	stage name
2429	gronde	ground, dirt, soil
2430	skottelgoed	the dishes
2431	ketel	kettle, cauldron
2432	doringbome	thorn tree, acacia
2433	balletjie	A ball
2434	musiekinstrument	musical instrument
2435	swel	to swell
2436	renoster	rhinoceros
2437	beef	alternative form of bewe
2438	koninginne	queen
2439	wildsbok	antelope
2440	walvisse	whale
2441	paling	eel
2442	reus	giant
2443	kroaties	Croatian
2444	duine	A dune
2445	infeksie	infection
2446	dakke	roof
2447	regterkant	right-hand side
2448	treffer	A hit, a popular piece of music
2449	handskoen	glove
2450	hael	hail
2451	fantasieë	fantasy
2452	oueres	old, aged
2453	nael	nail
2454	volkslied	national anthem
2455	tydig	timely, betimes
2456	slank	slender, slim
2457	boogskutter	archer; someone who shoots an arrow from a bow
2458	onwaardig	unworthy
2459	piesangs	banana
2460	sigeuner	gipsy
2461	maaltyd	meal, mealtime
2462	negatief	negative
2463	versleg	to worsen, to deteriorate
2464	titels	title
2465	vure	fire, flame
2466	boertjie	A Boer; an Afrikaner, especially an inhabitant or…
2467	eekhoring	squirrel
2468	swangerskap	pregnancy
2469	dansers	dancer
2470	persoonlikheid	personality
2471	viole	a violin
2472	konsep	concept
2473	monnik	monk
2474	eindes	end
2475	druif	grape
2476	keisers	emperor
2477	vlinder	butterfly
2478	wyne	wine
2479	stewig	solid, firm
2480	skandelik	disgraceful, scandalous
2481	voetstappe	footstep
2482	ruit	The shape rhombus, an equilateral parallelogram
2483	grieke	Greek
2484	jodium	iodine
2485	entoesiasme	enthusiasm
2486	padda	frog, toad
2487	voedsaam	nutritious, nourishing
2488	draad	wire
2489	gewild	popular
2490	stokperdjie	hobby
2491	rugsakke	A backpack, a rucksack
2492	broekies	plural of broekie
2493	dubbelkamer	double room
2494	ounooi	old lady
2495	gatte	hole; perforation
2496	rusies	A quarrel, a row, an argument
2497	vreet	stuff oneself, eat like a pig
2498	wantrouig	suspicious, distrustful
2499	polisiekantoor	A police station, a police office
2500	visser	A fisher, a fisherman or fisherwoman
2501	doodgeskiet	shoot dead
2502	ui	onion
2503	asempie	breath
2504	huisies	plural of huisie
2505	kwaste	brush
2506	violet	violet-coloured
2507	chloor	chlorine
2508	magies	magical, enchanting
2509	bietjies	a little bit, a few
2510	haardroër	hairdryer
2511	kaalkop	baldie, bald man
2512	reëntjie	rain
2513	yskas	refrigerator
2514	webwerf	website
2515	klimaatverandering	climate change
2516	vore	furrow
2517	rampokker	An armed robber, a gangster
2518	eland	common eland, eland antilope
2519	ouds	old, aged
2520	sondaars	A sinner
2521	apart	separate
2522	wortel	root
2523	volmaan	full moon
2524	moeras	swamp, morass
2525	granate	grenade
2526	gesiggie	face
2527	veertig	forty
2528	breuk	fracture, break
2529	myn	mine
2530	meisietjie	girl
2531	voorgereg	starter, first course
2532	leunstoel	armchair, easy chair
2533	fisante	pheasant, bird of the family Phasianidae
2534	reënboog	rainbow
2535	aanhê	to wear
2536	winskopies	plural of winskopie
2537	katte	cat
2538	bakker	baker
2539	planke	A plank
2540	vektore	vector
2541	naald	pin
2542	naaier	sewer
2543	lughawens	airport
2544	apteek	pharmacy; chemist
2545	bylae	supplement; appendix
2546	baai	bay
2547	vegvliegtuie	fighter plane
2548	oumagrootjie	great-grandmother
2549	skrywende	To write
2550	jaartjies	plural of jaartjie
2551	effekte	effect
2552	vierkant	square
2553	sterte	tail
2554	feeks	shrew, bitch
2555	matras	A mattress
2556	stoep	stoep, stoop, raised platform or veranda in front of a house
2557	kampioenskap	championship
2558	vlugte	flight, escape
2559	rym	A rhyme
2560	winkeltjie	A shop
2561	pannekoek	pancake
2562	onnie	teacher; a person who teaches
2563	boor	drill
2564	impak	impact
2565	kalium	potassium
2566	strande	beach
2567	palmbome	palm tree
2568	afsonderlik	separate
2569	eend	duck
2570	oorledene	A deceased person
2571	neste	nest, structure made out of twigs, mud, grass, etc
2572	bolle	A sphere; a ball
2573	bewegende	to move, to be in motion, to stir
2574	fisika	physics
2575	lafhartig	cowardly, craven
2576	slaapkamers	bedroom
2577	gehuggie	hamlet, tiny settlement
2578	servette	napkin, serviette
2579	miere	ant
2580	farmaseutiese	pharmaceutical
2581	bokse	box
2582	duime	thumb
2583	tromme	drum
2584	kalkoen	turkey, Meleagris gallopavo
2585	wysiging	a change, an edit, a modification
2586	hulpbronne	resource
2587	halte	stop
2588	filantroop	philanthropist
2589	broederskap	brotherhood
2590	kibboets	kibbutz
2591	verduister	to darken, to dim, to becloud, to befog
2592	indiese	Indian
2593	toestelle	device, appliance
2594	missiele	A missile
2595	boemelaar	A vagrant, a swagman
2596	snik	to sob
2597	aakligste	horrible
2598	lekkerte	pleasure, enjoyment
2599	mondjie	mouth
2600	brander	breaker
2601	traantjie	tear, teardrop
2602	luisteraar	listener
2603	daglig	daylight
2604	loopgraaf	trench
2605	goggas	bug, insect
2606	asma	asthma
2607	belydenisse	confession
2608	verdagtes	suspect, defendant
2609	vragmotorbestuurder	truck driver
2610	doodloopstraat	dead end
2611	positief	positive
2612	aanvaller	attacker
2613	vingernael	fingernail
2614	chemie	chemistry
2615	skroef	screw
2616	kontrakte	contract
2617	raadpleeg	to consult
2618	bedryfstelsel	operating system
2619	swaartekrag	gravity
2620	muntstuk	coin
2621	uitgewers	publisher
2622	komeet	comet
2623	komete	comet
2624	kommunikeer	to communicate
2625	boeie	buoy
2626	kripton	krypton
2627	enjin	engine
2628	siklusse	A cycle, a complete rotation
2629	spaarkamer	spare room, guest room
2630	suurstof	oxygen
2631	lone	wage
2632	anker	anchor
2633	broodrolletjie	bread roll, roll, bun
2634	lat	A slate, a lath
2635	koninkryke	kingdom
2636	moue	sleeve
2637	dorpe	town
2638	hawens	port, harbour
2639	verdof	to dim, to become dull
2640	rolstoel	wheelchair
2641	politici	politician
2642	verkoue	cold
2643	aag	pooh
2644	subtiel	subtle
2645	groepie	group
2646	voorgaan	to lead
2647	korrup	corrupt
2648	bloedsuiers	leech, bloodsucker
2649	voëlvry	outlawed
2650	gal	The bodily fluid bile
2651	sloepe	A small boat with oars, a mast or an engine, often carried…
2652	aandjie	evening
2653	sewentien	seventeen
2654	dimensies	dimension
2655	seemag	navy
2656	dyke	dike, levee
2657	oorspoel	to engulf, to flood, to wash over
2658	orkeste	orchestra
2659	voertsek	get lost! go away!
2660	penis	penis
2661	voorvader	ancestor, forefather
2662	orrel	organ
2663	spierwit	white as a sheet, snow-white
2664	voorouers	ancestor
2665	blaar	leaf
2666	hondjies	plural of hondjie
2667	eergister	the day before yesterday
2668	entstof	vaccine
2669	gars	barley
2670	vrug	A fruit
2671	sokkies	plural of sokkie
2672	belge	Belgian
2673	boep	potbelly, beer belly
2674	doodsberigte	alternative form of doodberig
2675	worsie	sausage
2676	meetkunde	geometry
2677	faktor	factor
2678	sussies	plural of sussie
2679	skroom	to fear, to be afraid
2680	fliek	movie, film
2681	t-hemde	shirt
2682	raaisel	riddle; puzzle
2683	vakmanne	craftsman
2684	mor	to grumble, complain
2685	ordentlikheid	propriety; respectability
2686	andersyds	on the other hand
2687	komberse	A blanket
2688	noor	Norwegian
2689	duikers	diver
2690	ontploffings	explosion
2691	vyandig	hostile
2692	reddingsbote	lifeboat
2693	spoorlyn	A railway line
2694	meid	A domestic servant, usually non-white
2695	gewil	to want
2696	wêreldoorlog	world war
2697	skyfies	chips
2698	neuse	nose
2699	bestanddeel	ingredient
2700	skadelik	harmful, damaging, detrimental, pernicious, noisome
2701	afgaande	to go down; descend
2702	geklink	to sound
2703	voedsel	food
2704	industrie	industry
2705	brande	destructive, catastrophic fire
2706	beek	brook
2707	tempels	temple
2708	aartsengel	archangel
2709	besems	broom
2710	sôe	sow
2711	bundeltjie	bundle
2712	radioaktiewe	radioactive
2713	magistrate	A magistrate, judge
2714	belastings	tax, levy
2715	geitjie	gecko
2716	ruspes	caterpillar, butterfly larva
2717	opgaan	to go up, to ascend, to rise
2718	nessie	nest, structure made out of twigs, mud, grass, etc
2719	kluisenaars	A hermit
2720	radioaktiwiteit	radioactivity
2721	lyste	list, record
2722	gegryp	to grab
2723	laer	low
2724	iraniërs	Iranian
2725	laasnag	last night; yesterday evening
2726	kameel	camel
2727	hekse	witch
2728	pampoen	The pumpkin plant, Cucurbita pepo
2729	ekstase	ecstasis, ecstasy
2730	landskappe	landscape
2731	riet	reed
2732	wasem	steam
2733	knorrig	grumpy
2734	lood	lead
2735	kloue	claw
2736	holle	A hole, a hollow, a cavity
2737	bedoelings	intention
2738	godin	goddess
2739	straatvroue	A streetwalker
2740	parasiete	parasite
2741	ondier	A vermin, a nasty or unwanted beast; a monster
2742	gevreet	the act of eating
2743	patrys	partridge
2744	vlerk	wing
2745	minnares	female lover, mistress
2746	toenadering	an approach; the process of coming closer
2747	slavin	female slave
2748	gyselaar	hostage
2749	hiernamaals	hereafter, afterwards
2750	kroket	croquet
2751	kenne	chin
2752	boemelaars	A vagrant, a swagman
2753	v	V
2754	japanese	misspelling of Japannees
2755	gaatjies	plural of gaatjie
2756	seekat	octopus
2757	koggelmander	agama
2758	bloedsuier	leech, bloodsucker
2759	plank	A plank
2760	kweekhuis	greenhouse
2761	waatlemoene	watermelon
2762	vonkelwyn	sparkling wine
2763	bokkie	goat
2764	kase	cheese
2765	mandjies	basket
2766	knaagdiere	rodent
2767	tonnels	A tunnel
2768	gekruip	to creep
2769	grondslag	foundation, basis
2770	kalenders	calendar
2771	menings	An opinion
2772	nore	Norwegian
2773	es	fireplace
2774	pruim	A plum
2775	bakkie	covered bowl, basin
2776	ruiker	A bouquet of flowers
2777	fiksie	fiction
2778	mossie	sparrow
2779	dieretuin	zoo
2780	sering	wild syringa
2781	bredie	bredie
2782	naamwoorde	noun
2783	werkwoorde	verb
2784	onkruid	weed
2785	spoorweg	railway, railroad
2786	velletjie	A skin, a hide
2787	dagga	cannabis
2788	beloftes	promise
2789	peer	pear
2790	hemde	shirt
2791	poëties	poetic
2792	eilande	island
2793	litium	lithium
2794	branderplank	A surfboard
2795	diamant	diamond
2796	smarag	emerald
2797	verkiesings	election
2798	blokraaisels	alternative form of blokkiesraaisel
2799	vuis	fist
2800	sjokoladekoek	chocolate cake
2801	wedloop	A race in running
2802	polisiestasie	police station
2803	begroting	A budget
2804	opgegaan	to go up, to ascend, to rise
2805	vak	subject
2806	ontkenning	denial
2807	switser	Swiss
2808	skêr	scissors
2809	maters	mate, buddy
2810	pikkewyne	penguin
2811	lappie	A patch, a rag, a piece of cloth
2812	bordele	brothel, bordello
2813	kommunis	communist
2814	klopjag	A battue, a hunt where game is driven into the open by loud…
2815	aalmoese	alms, charity
2816	kerker	dungeon
2817	dragonder	dragoon
2818	blaaie	page
2819	hasie	hare, rabbit
2820	gedag	a day
2821	bygedra	To contribute
2822	gemeente	congregation
2823	eenhede	unity
2824	synde	To be
2825	kakebeen	jawbone
2826	oorname	takeover
2827	britse	British
2828	elite	elite
2829	stoom	steam
2830	kommunistiese	communist
2831	ysberg	iceberg
2832	balle	A ball
2833	agitasie	agitation
2834	wetenskaplik	scientific
2835	kokkedore	plural of kokkedoor
2836	kanse	chance
2837	versekering	assurance, act of assuring, something that one has assured
2838	kappie	bonnet, specifically a sunbonnet
2839	teerpad	An asphalt road, a tarmac road
2840	blits	lightning
2841	slapende	To sleep
2842	aai	a caress, pat or stroke
2843	tyding	news, tidings
2844	swaarde	sword
2845	uitoefen	to exert
2846	aanbeveling	recommendation
2847	kapel	chapel, small Christian place of worship
2848	vriendekring	circle of friends
2849	onverhoeds	unexpectedly, suddenly
2850	motiewe	A motive
2851	vog	liquid, moisture
2852	ousus	older sister
2853	hok	A living shelter for domesticated animals
2854	luike	hatch
2855	onweer	thunderstorm
2856	staking	strike
2857	kamertjies	plural of kamertjie
2858	oostenryker	Austrian
2859	handhaaf	to enforce, to maintain, to uphold
2860	bevraagteken	to oppugn; to question
2861	stertjies	plural of stertjie
2862	belgiese	Belgian
2863	pêrel	pearl
2864	oujongkêrel	an bachelor, a celibate
2865	willekeurig	random
2866	bessies	berry
2867	skottels	dish
2868	voorgekom	to occur
2869	syne	his
2870	bedjie	bed
2871	hokkie	A living shelter for domesticated animals
2872	oliebolle	doughnut, donut
2873	pionne	pawn; least valuable piece in chess
2874	uitsonderings	exception
2875	kortlys	short list
2876	sleuteltjie	key
2877	afgegaan	to go down; descend
2878	somers	summery
2879	slawe	slave
2880	messe	knife
2881	verassing	cremation
2882	wang	cheek
2883	uitskel	to insult, to abuse, to scold
2884	skuldiges	A guilty person, an offender, a perpetrator
2885	flieks	movie, film
2886	tandeborsel	A toothbrush
2887	kookboek	cookbook, cookery book
2888	pilletjie	A pill
2889	vingernaels	fingernail
2890	elektrisiteit	electricity
2891	mummies	A mummy
2892	mummie	A mummy
2893	stamme	tribe
2894	krokodil	crocodile
2895	begraafplase	cemetery; graveyard
2896	esels	donkey, ass
2897	sissie	sissy
2898	kanaal	canal
2899	libiese	Libyan
2900	egiptenaar	Egyptian
2901	suidwaarts	southwards
2902	kryt	chalk
2903	staf	staff
2904	monde	mouth
2905	grot	cave, cavern
2906	horlosies	watch
2907	onvermydelik	inevitable, unavoidable
2908	bekentenisse	confession
2909	swyne	A swine, boar, hog
2910	patos	pathos; a property of anything that touches the feelings or…
2911	mossels	mussel
2912	knus	cosy
2913	spruite	stream or small river; river branch
2914	mossel	mussel
2915	lopende	to walk
