rank	word	english
837	deler	part, portion, share
838	følg	to follow
839	søsteren	sister
840	savner	to lack, be without, want
841	fortjener	to deserve
842	øl	beer
843	lik	to like
844	sju	seven
845	tingene	a thing
846	plutselig	suddenly
847	hvilket	which
848	sykehuset	a hospital
849	send	to send
850	skipet	ship
851	slikt	such
852	søt	to sweeten
853	lyver	to lie
854	kvinnen	a woman
855	møtt	to meet
856	glemt	to forget
857	kroppen	a body
858	interessert	to interest
859	harry	cheesy, shabby, kitschy, tacky
860	midt	in the middle
861	ni	nine
862	ligge	to lie
863	sjansen	a chance
864	mennene	man
865	interessant	interestingly
866	lærer	education
867	skaffe	to procure, to get
868	kontroll	control
869	stjal	to steal
870	savnet	to lack, be without, want
871	forelsket	in love
872	merkelig	remarkable, notable
873	enig	agreed, in agreement
874	lege	a doctor
875	fungerer	to work, function
876	general	a general
877	baby	a baby
878	forbi	past
879	sulten	hungry
880	glemme	gå i glemme
881	lys	light
882	lukk	to close
883	kalle	to call, name
884	flyet	plane, aeroplane, airplane, aircraft
885	flyttet	to move
886	pent	nice
887	verste	bad
888	lærte	to teach
889	hender	indefinite plural of hånd /hand
890	sluttet	to stop, cease, quit; to no longer continue an activity,…
891	ære	honour or honor
892	innen	within
893	kutt	to cut
894	øyne	an eye
895	ryggen	back
896	fleste	many
897	agent	an agent
898	hjalp	to help; to assist; to aid
899	eier	an owner
900	personlig	personal
901	nyheter	news
902	elske	to love
903	kaste	caste
904	snu	to turn
905	dumt	foolish
906	hjerte	heart
907	sprø	brittle
908	blant	among, amongst
909	følte	to feel
910	nydelig	pretty, attractive, lovely, beautiful
911	øye	an eye
912	arbeidet	work
913	fanget	to catch, to capture
914	meter	a metre, or meter
915	unnskyldning	an apology
916	angrep	to attack
917	morges	morning
918	mening	an opinion
919	løs	to solve
920	jentene	girl; young woman
921	lagt	to lay, put, place
922	drikker	a drink
923	dumme	foolish
924	bilder	picture, image
925	forrige	foregoing
926	trekk	to pull
927	etterpå	after, afterwards
928	informasjon	information
929	advokat	a lawyer
930	tilgi	to forgive
931	pleide	to nurse, care for, look after, take care of
932	bildet	picture, image
933	folkens	people, folks, guys
934	slutter	an end, ending, termination, conclusion; the point at which…
935	sov	to sleep
936	både	both
937	jorden	earth, soil, ground
938	slike	such
939	kjempe	a giant, titan
940	levende	to live
941	lukter	smell, odour, odor, scent
942	maten	food
943	trygg	safe, secure, reliable
944	film	a film
945	betalt	to pay
946	kongen	a male monarch
947	ordner	to arrange, fix, take care of
948	ferdige	finished
949	høy	high, tall
950	møtes	to meet, converge
951	selger	to sell
952	virket	business; work
953	het	hot
954	området	an area
955	presidenten	a president
956	fine	fine
957	kaster	caste
958	fru	Mrs even with her full name
959	viste	to show
960	støtte	support
961	syntes	to appear, seem
962	drep	To kill, to murder
963	ræva	substandard, lousy, bad
964	forsvant	to disappear, to vanish
965	skrevet	crotch, groin
966	talt	to make a speech
967	tredje	third
968	telefon	a telephone or phone
969	lag	to make
970	lyset	light
971	reiser	journey
972	hund	dog; hound
973	slått	to beat, punch, hit, strike
974	sjekket	to check
975	velge	to choose
976	pen	nice
977	stakkars	pitiful, poor
978	filmen	a film
979	heldig	lucky, fortunate
980	kjøper	to buy, to purchase
981	moro	amusement, fun
982	håret	hair
983	kampen	a fight
984	løy	to lie
985	kjæreste	a romantic partner, boyfriend, girlfriend
986	festen	celebration, party
987	enten	either
988	valgte	to choose
989	møtte	to meet
990	munnen	mouth
991	nærmere	close
992	måned	month
993	ordentlig	orderly, neat, tidy
994	liksom	make believe
995	forandret	to change, alter
996	respekt	respect
997	spor	to trace, track
998	kalte	to call, name
