rank	word	english	ipa
402	fizeste	to create; to produce	/fiˈzɛs.t͡ʃi/
403	ouve	to hear	/ˈo(w).vi/
404	realmente	truly, really, actually	/ʁeˌawˈmẽ.t͡ʃi/
405	terra	land; region; territory	/ˈtɛ.ʁɐ/
406	havia	there be; exist	/aˈvi.ɐ/
407	ontem	yesterday	/ˈõ.tẽj̃/
408	umas	a, an	/ũ.ɐs/
409	dólares	dollar	
410	comer	to consume meals	/koˈme(ʁ)/
411	dormir	to sleep; to be asleep	/duʁˈmi(ʁ)/
412	dá	to transfer one’s possession of something to someone…	/ˈda/
413	escola	school	/isˈkɔ.lɐ/
414	logo	soon	/ˈlɔ.ɡu/
415	querido	to want; to wish; to desire	/keˈɾi.du/
416	sabem	to be aware, to know	/ˈsa.bẽj̃/
417	fim	end, conclusion, closure	/ˈfĩ/
418	deste	contraction of de + este, literally “of/from this ”	/ˈdes.t͡ʃi/
419	eram	to be, especially a quality that is intrinsic or not…	/ˈɛ.ɾɐ̃w̃/
420	pára	pre-reform spelling of para; still used where the agreement…	
421	agente	agent	/aˈʒẽ.t͡ʃi/
422	equipa	team	/eˈki.pɐ/
423	rapariga	hooker, whore, slut, female prostitute	/ʁa.paˈɾi.ɡɐ/
424	marido	husband	/maˈɾi.du/
425	calma	calm	/ˈkaw.mɐ/
426	coração	heart	/ko.ɾaˈsɐ̃w̃/
427	segurança	security; safety	/si.ɡuˈɾɐ̃.sɐ/
428	viver	to live; to have life	/viˈve(ʁ)/
429	estado	to be	/isˈta.du/
430	parar	to stop	/paˈɾa(ʁ)/
431	teve	to own; to possess; to have; to have got	/ˈte.vi/
432	segundo	second	/seˈɡũ.du/
433	muitas	much; many; a lot; lots	/ˈmũj̃.tɐs/
434	quatro	four	/ˈkwa.tɾu/
435	mão	hand	/ˈmɐ̃w̃/
436	baixo	low	/ˈbaj.ʃu/
437	maior	very, quite	/majˈɔʁ/
438	meio	a little bit, somewhat	/ˈmej.u/
439	meses	month	/ˈme.zis/
440	mau	bad	/ˈmaw/
441	vê	to see; to observe	/ˈve/
442	ouvi	to hear	/o(w)ˈvi/
443	andar	to walk	/ɐ̃ˈda(ʁ)/
444	rápido	with speed; rapidly; quickly	/ˈʁa.pi.du/
445	número	number	/ˈnũ.me.ɾu/
446	vejo	to see; to observe	/ˈve.ʒu/
447	mulheres	woman	/muˈʎɛ.ɾis/
448	morreu	to die	/moˈʁew/
449	nenhuma	not any, none	/nẽˈɲũ.mɐ/
450	acordo	to awake; to wake up	/aˈkoʁ.du/
451	festa	party	/ˈfɛs.tɐ/
452	fazes	to create; to produce	/ˈfa.zis/
453	capitão	captain	/ka.piˈtɐ̃w̃/
454	raio	ray	/ˈʁaj.u/
455	pais	father	/ˈpajs/
456	suficiente	sufficient; enough	/su.fi.siˈẽ.t͡ʃi/
457	poderia	to be able to; can	/po.deˈɾi.ɐ/
458	crianças	child	/kɾiˈɐ̃.sɐs/
459	estavam	to be	/isˈta.vɐ̃w̃/
460	força	force; strength	/ˈfoʁ.sɐ/
461	muitos	much; many; a lot; lots	/ˈmũj̃.tus/
462	nesta	contraction of em + esta, literally “in this ”: feminine…	/ˈnɛs.tɐ/
463	presidente	president	/pɾe.ziˈdẽ.t͡ʃi/
464	buscar	to search for	/busˈka(ʁ)/
465	filhos	son	/ˈfi.ʎus/
466	perder	to lose	/peʁˈde(ʁ)/
467	esperar	to wait; to await	/is.peˈɾa(ʁ)/
468	viu	to see; to observe	/ˈviw/
469	irmã	sister	/iʁˈmɐ̃/
470	chega	to arrive; to reach	/ˈʃe.ɡɐ/
471	possível	possible	/poˈsi.vew/
472	devias	should	/deˈvi.ɐs/
473	sai	to exit; to leave; to get out	/ˈsaj/
474	acabar	to finish	/a.kaˈba(ʁ)/
475	rapazes	boy; young man; lad; youngster	/ʁaˈpa.zis/
476	precisas	precise; accurate	
477	elas	they	/ˈɛ.lɐs/
478	contar	to tell	/kõˈta(ʁ)/
479	idiota	idiotic	/i.d͡ʒiˈɔ.tɐ/
480	olhar	to look	/oˈʎa(ʁ)/
481	vossa	your	/ˈvɔ.sɐ/
482	teria	to own; to possess; to have; to have got	/teˈɾi.ɐ/
483	foste	to go	/ˈfos.t͡ʃi/
484	estavas	to be	/isˈta.vɐs/
485	pena	punishment	/ˈpẽ.nɐ/
486	mil	one thousand; a thousand; 1000	/ˈmiw/
487	longe	far, a long way	/ˈlõ.ʒi/
488	faça	to create; to produce	/ˈfa.sɐ/
489	penso	to think	/ˈpẽ.su/
490	tivesse	to own; to possess; to have; to have got	/t͡ʃiˈvɛ.si/
491	tuas	your	/ˈtu.ɐs/
492	pedir	to ask for; to request	/peˈd͡ʒi(ʁ)/
493	estranho	odd; strange	/isˈtɾɐ̃.ɲu/
494	importa	to import	
495	fácil	easy	/ˈfa.siw/
496	muita	synonym of muito	/ˈmũj̃.tɐ/
497	veio	to come	/ˈvej.u/
498	brincar	to play, as in child's play or "playing around"	/bɾĩˈka(ʁ)/
499	bebé	baby	/bɛˈbɛ/
500	plano	flat; level	/ˈplɐ̃.nu/
501	devo	should	/ˈde.vu/
502	prazer	pleasure	/pɾaˈzeʁ/
503	velho	old; ancient	/ˈvɛ.ʎu/
504	conseguir	to get, obtain	/kõ.seˈɡi(ʁ)/
505	passado	to pass; to pass by	/paˈsa.du/
506	tomar	to take	/toˈma(ʁ)/
507	além	there, over there	/aˈlẽj̃/
508	jantar	dinner	/ʒɐ̃ˈta(ʁ)/
509	depressa	quickly	/deˈpɾɛ.sɐ/
510	pergunta	to ask	/peʁˈɡũ.tɐ/
511	tirar	to take, take out, take away	/t͡ʃiˈɾa(ʁ)/
512	pequeno	small	/piˈkẽ.nu/
513	descobrir	to discover	/d͡ʒis.kuˈbɾi(ʁ)/
514	sala	room	/ˈsa.lɐ/
515	ah	ah!	/ˈa/
516	telefone	to telephone	/te.leˈfõ.ni/
517	trás	behind, rear	/ˈtɾa(j)s/
518	seis	six	/ˈsejs/
519	culpa	fault	/ˈkuw.pɐ/
520	vos	objective of vós	/vus/
521	exactamente	pre-reform spelling of exatamente; still used where the…	
522	possa	to be able to; can	/ˈpɔ.sɐ/
523	deixa	to leave; to exit	/ˈde(j).ʃɐ/
524	errado	not correct; wrong; incorrect	/eˈʁa.du/
525	vivo	to live; to have life	/ˈvi.vu/
526	menina	girl	/miˈnĩ.nɐ/
527	casamento	wedding	/ka.zaˈmẽ.tu/
528	outras	other	/ˈo(w).tɾɐs/
529	espere	to wait; to await	/isˈpɛ.ɾi/
530	pensa	to think	/ˈpẽ.sɐ/
531	jack	rapist	/ˈd͡ʒɛ.ki/
532	nossas	our being addressed	/ˈnɔ.sɐs/
533	correr	to run	/koˈʁe(ʁ)/
534	mudar	to change	/muˈda(ʁ)/
535	diga	to speak; to pronounce; to utter; to say	/ˈd͡ʒi.ɡɐ/
536	paz	peace	/ˈpa(j)s/
537	sentir	to sense; to feel	/sẽˈt͡ʃi(ʁ)/
538	cama	bed	/ˈkɐ̃.mɐ/
539	gostava	to like	/ɡosˈta.vɐ/
540	sozinho	alone; by oneself; on one's own	/ˌsɔˈzĩ.ɲu/
541	pelos	contraction of por + os, literally “by/through the ”:…	/pe.lus/
542	comida	food, something edible	/koˈmi.dɐ/
543	sequer	at least, at the least	/siˈkɛ(ʁ)/
544	falta	lack	/ˈfaw.tɐ/
545	ficou	to become; to get; to end up	/fiˈko(w)/
546	conheço	to know	/kõˈɲe.su/
547	gosta	to like	/ˈɡɔs.tɐ/
548	passou	to pass; to pass by	/paˈso(w)/
549	bastante	enough; sufficiently	/basˈtɐ̃.t͡ʃi/
550	deu	to transfer one’s possession of something to someone…	/ˈdew/
551	provavelmente	probably	/pɾoˌva.vewˈmẽ.t͡ʃi/
552	palavra	unit of language	/paˈla.vɾɐ/
553	demasiado	excessively, too, too much	/de.ma.ziˈa.du/
