rank	word	english
856	hacía	to do, perform, execute, carry out
857	estés	to be
858	sala	room
859	llevo	to take somewhere
860	decisión	decision
861	espere	to hope
862	don	a title of respect to a man, prefixed to first names
863	necesario	necessary, requisite
864	sal	to go out, to leave, to depart, to head out
865	entra	to enter; to come in; to get in; to go in; to get inside;…
866	prisa	hurry, rush, urgency
867	carajo	cock
868	embargo	trade embargo
869	interesante	interesting
870	tendrás	to have; to possess
871	escuchar	to listen to, to hear out
872	abuela	grandmother, female equivalent of abuelo
873	hicieron	to do, perform, execute, carry out
874	detective	detective
875	horrible	horrible
876	suelo	dirt, earth, ground, soil
877	fotos	photo, photograph
878	cárcel	prison
879	acá	here
880	siéntate	to seat
881	decía	to say, to tell
882	intentando	to try, to attempt; especially: to strain or put forth…
883	vámonos	to go
884	maldición	curse
885	silencio	silence
886	muerta	dead
887	capaz	maybe, perhaps
888	salió	to go out, to leave, to depart, to head out
889	club	club
890	terminar	to finish, to end, to terminate, to conclude
891	temo	to have an obsession
892	broma	joke, prank, practical joke
893	gobierno	government
894	prometo	to promise
895	cámara	room
896	media	half
897	terrible	terrible, awful, horrible
898	llamó	to summon, to call
899	regalo	present, gift
900	amable	kind, amiable, gracious
901	dulce	sweet
902	muertos	dead
903	querías	to desire, to want, to want to
904	ataque	attack
905	das	to give, to give out
906	navidad	Christmas present
907	negocios	business, enterprise
908	pudiera	to be able to, can
909	ocho	eight
910	avión	aeroplane, airplane, plane
911	investigación	investigation
912	acabó	to finish; to end
913	juro	ownership
914	mantener	to keep
915	ejército	army
916	papel	paper
917	partes	part; section; portion; share; piece; bit; cut; proportion
918	ten	to have; to possess
919	gracioso	funny, amusing
920	diría	to say, to tell
921	principio	principle
922	delante	in front of, before
923	teniente	lieutenant
924	deseo	desire, wish
925	vayas	joke; taunt
926	nave	ship, vessel
927	sale	to go out, to leave, to depart, to head out
928	basura	trash, waste, garbage, rubbish, nonsense
929	vine	to come, by default the speaker's location
930	contacto	contact
931	esposo	husband
932	tren	train
933	encontramos	to meet
934	dale	to give, to give out
935	verdadero	true, real
936	tuya	yours, your
937	alma	soul
938	hazlo	to do, perform, execute, carry out
939	disculpa	excuse
940	junto	together
941	anda	to walk, to go
942	tendré	to have; to possess
943	matrimonio	matrimony
944	saberlo	to know, to understand
945	locura	madness, craziness
946	oro	gold
947	permiso	permission
948	director	conductor
949	peligro	danger, peril
950	libertad	liberty, freedom
951	alegro	to make happy
952	baja	short
953	tendremos	to have; to possess
954	derecha	straight
955	encuentra	to meet
956	pies	foot
957	segunda	second
958	maravilloso	wonderful, marvelous
959	espacio	space
960	rato	a while, bit
961	abuelo	grandfather
962	esperaba	to hope
963	mirando	to look at
964	salud	health
965	sorpresa	surprise
966	ninguno	no; none
967	miren	to look at
968	triste	As a temporary state
969	aun	even
970	pensado	to think, ponder
971	maestro	master
972	según	according to
973	infierno	hell
974	podrían	to be able to, can
975	tipos	dolled up, smartened up, dressed for a special occasion
976	tía	uncle
977	crimen	crime
978	conocido	to know, to be familiar with, to be acquainted with
979	consejo	advice, counsel, piece of advice
980	ante	in front of, before
981	iglesia	church
982	intento	to try, to attempt; especially: to strain or put forth…
983	mayoría	majority
984	doy	to give, to give out
985	hicimos	to do, perform, execute, carry out
986	escena	scene
987	piso	floor, ground
988	señal	sign
989	honor	honor
990	llamas	flame
991	abre	to open, open up
992	cerebro	brain
993	veras	truth; reality
994	viendo	to see, to spot
995	pone	to put, to place
996	pregunto	to ask
997	cocina	kitchen
998	vestido	dressed
999	inteligente	intelligent
1000	vieja	old person
1001	caballo	horse
1002	vienen	to come, by default the speaker's location
1003	vidas	life
1004	bar	bar, coffee shop, café, pub
1005	corte	to cut
1006	sucedió	to happen, to befall, to occur
1007	adentro	inside
1008	drogas	drug
1009	enseguida	immediately
1010	busca	to seek, search for, look for, try to find, to scour
1011	agradable	agreeable, pleasant
1012	carne	flesh, the soft part of a body which covers the bones
1013	parecía	to seem, to see fit
1014	departamento	department
1015	lindo	to abut
1016	mar	sea
1017	duda	doubt
1018	edificio	building
1019	conocer	to know, to be familiar with, to be acquainted with
1020	cargo	charge, burden
1021	víctima	victim
1022	luna	moon
1023	energía	energy
1024	frío	cold
1025	hablo	to talk; to speak; to communicate using words
1026	baile	to dance
1027	trabaja	to work
1028	misión	mission, quest
1029	listos	clever, smart
1030	ayudarte	to help
1031	izquierda	left
1032	beber	to drink
1033	deje	to leave
1034	finalmente	lastly, finally, in the end
1035	simple	mere, ordinary
1036	daré	to give, to give out
1037	sabías	to know, to understand
1038	puedas	to be able to, can
1039	puso	to put, to place
1040	creía	to believe
1041	regresar	to return, go back, come back
1042	llega	to arrive, get
1043	entender	to understand, to fathom
1044	mirar	to look at
1045	sacar	to put out, to get out
1046	cambiado	to change, to shift, to switch, to alter
1047	trae	to bring
1048	hermoso	gorgeous, beautiful, handsome, lovely
1049	opinión	opinion
1050	verás	to see, to spot
1051	linda	pretty
1052	apenas	barely, scarcely
1053	segundos	second
1054	cerveza	beer
1055	harás	to do, perform, execute, carry out
1056	estuviera	to be
1057	creen	to believe
1058	oír	to hear
1059	tendría	to have; to possess
1060	cuántos	how much; how many
1061	hablado	to talk; to speak; to communicate using words
1062	hablamos	to talk; to speak; to communicate using words
1063	reina	queen
1064	temprano	early, early on
1065	tema	theme; plot
1066	prisión	prison
1067	porqué	a reason
1068	vuelva	to return, to revert, to get back
1069	público	public
1070	ocurrió	to happen, to occur
1071	veré	to see, to spot
1072	salvar	to save
1073	partido	to divide, split
1074	bonita	pretty, cute
1075	joder	to annoy, bug, bother, irritate
1076	causa	cause
1077	caliente	hot, warm
1078	sargento	sergeant
1079	cenar	to dine; to have supper; to have a lavish meal
1080	compañero	companion
1081	llevó	to take somewhere
1082	banco	bank
1083	existe	to exist
1084	zona	zone, district, area
1085	destino	destiny, fate
1086	base	basis
1087	solía	to be accustomed to doing something, to do something on a…
1088	cliente	client
1089	irse	to go
1090	perra	dog, domesticated for thousands of years and of highly…
1091	encuentro	to meet
1092	encontró	to meet
1093	pelea	to fight
1094	san	financial, temporal-savings scheme; the participants…
1095	norte	north, northern
1096	quise	to desire, to want, to want to
1097	coronel	colonel
1098	apuesto	handsome, good-looking
1099	peligroso	perilous, dangerous
1100	viva	to live; to be alive
1101	vienes	to come, by default the speaker's location
1102	necesitan	to need
1103	té	tea
1104	excepto	except
1105	juicio	good judgement; reason
1106	podamos	to be able to, can
1107	llave	key
1108	equivocado	mistaken, wrong
1109	posición	position
1110	trasero	back, back-side, rear-side, posterior
1111	irnos	to go
1112	espalda	back
1113	excelente	excellent, brilliant, superb
1114	éxito	success
1115	modos	way, manner
1116	ventana	window
1117	veamos	to see, to spot
1118	especie	species
1119	teníamos	to have; to possess
1120	diferencia	difference
1121	formas	shape; form; figure
1122	pedir	to ask for something
1123	últimos	final; last
1124	escúchame	to listen to, to hear out
1125	ejemplo	example
1126	ése	that one
1127	radio	radius
1128	lee	to read
1129	calma	calm, stillness, peacefulness
1130	hogar	home
1131	volveré	to return, to revert, to get back
1132	fondo	bottom
1133	humano	human
1134	tí	misspelling of ti
1135	iremos	to go
1136	unidos	united
1137	habían	have; forms the perfect aspect
1138	jesús	bless you, gesundheit
1139	planeta	planet
1140	verme	to see, to spot
1141	respecto	respect, regard, connection, relation, relationship
1142	regreso	to return, go back, come back
1143	debido	to owe
1144	seré	to be
1145	tenían	to have; to possess
1146	leer	to read
1147	parar	to stop, halt
1148	lleno	full
1149	dejé	to leave
1150	respeto	respect
1151	debajo	underneath
1152	escribir	to write
1153	estación	station
1154	pidió	to ask for something
1155	alta	tall
1156	pista	track, course, trail
1157	estrella	star
1158	enfermo	sick, ill
1159	duele	to plane
1160	sueños	sleep, slumber
1161	veremos	to see, to spot
1162	miles	thousand
1163	darme	to give, to give out
1164	órdenes	order
1165	ocupado	occupied
1166	sigues	to follow
1167	corre	to run, to jog
1168	podido	to be able to, can
